,baseline,seed,correlation,magnitude,split,loss,load_model,n_train,setup,one_task,setup2
244,0.03132513538002968,0,1.0,1.0,val,2.0538705314265826e-07,True,512,backprop,True,PT+FT
245,0.03132513538002968,0,1.0,1.0,val,4.982486601079472e-08,True,1024,backprop,True,PT+FT
246,0.03132513538002968,0,1.0,1.0,val,0.03132513538002968,False,32,backprop,True,STL
247,0.03132513538002968,0,1.0,1.0,val,0.012521504424512386,False,64,backprop,True,STL
248,0.03132513538002968,0,1.0,1.0,val,0.004726711194962263,False,128,backprop,True,STL
249,0.03132513538002968,0,1.0,1.0,val,0.0003768531605601311,False,256,backprop,True,STL
250,0.03132513538002968,0,1.0,1.0,val,2.3103139028535224e-05,False,512,backprop,True,STL
251,0.03132513538002968,0,1.0,1.0,val,3.237500436625851e-07,False,1024,backprop,True,STL
252,0.007869587279856205,0,1.0,0.5,val,0.0014470971655100584,True,32,backprop,True,PT+FT
253,0.007869587279856205,0,1.0,0.5,val,0.0001231003407156095,True,64,backprop,True,PT+FT
254,0.007869587279856205,0,1.0,0.5,val,1.2190239431220107e-06,True,128,backprop,True,PT+FT
255,0.007869587279856205,0,1.0,0.5,val,1.890541341253993e-07,True,256,backprop,True,PT+FT
256,0.007869587279856205,0,1.0,0.5,val,6.407694286281185e-08,True,512,backprop,True,PT+FT
257,0.007869587279856205,0,1.0,0.5,val,1.7262934193240653e-08,True,1024,backprop,True,PT+FT
258,0.007869587279856205,0,1.0,0.5,val,0.007869587279856205,False,32,backprop,True,STL
259,0.007869587279856205,0,1.0,0.5,val,0.003024463541805744,False,64,backprop,True,STL
260,0.007869587279856205,0,1.0,0.5,val,0.0012827743776142597,False,128,backprop,True,STL
261,0.007869587279856205,0,1.0,0.5,val,8.884273120202124e-05,False,256,backprop,True,STL
262,0.007869587279856205,0,1.0,0.5,val,5.720444278267678e-06,False,512,backprop,True,STL
263,0.007869587279856205,0,1.0,0.5,val,1.3443377611110918e-07,False,1024,backprop,True,STL
264,0.00031237563234753907,0,1.0,0.1,val,2.3548877834400628e-06,True,32,backprop,True,PT+FT
265,0.00031237563234753907,0,1.0,0.1,val,8.903415960048733e-08,True,64,backprop,True,PT+FT
266,0.00031237563234753907,0,1.0,0.1,val,2.0594807637053236e-08,True,128,backprop,True,PT+FT
267,0.00031237563234753907,0,1.0,0.1,val,6.318352951950601e-09,True,256,backprop,True,PT+FT
268,0.00031237563234753907,0,1.0,0.1,val,3.6521727864169407e-09,True,512,backprop,True,PT+FT
269,0.00031237563234753907,0,1.0,0.1,val,2.2646433617268258e-09,True,1024,backprop,True,PT+FT
270,0.00031237563234753907,0,1.0,0.1,val,0.00031237563234753907,False,32,backprop,True,STL
271,0.00031237563234753907,0,1.0,0.1,val,0.00011826169793494046,False,64,backprop,True,STL
272,0.00031237563234753907,0,1.0,0.1,val,5.2150124247418717e-05,False,128,backprop,True,STL
273,0.00031237563234753907,0,1.0,0.1,val,4.986145540897269e-06,False,256,backprop,True,STL
274,0.00031237563234753907,0,1.0,0.1,val,4.2038490732920764e-07,False,512,backprop,True,STL
275,0.00031237563234753907,0,1.0,0.1,val,2.3187055830931058e-08,False,1024,backprop,True,STL
